Company_Name,Extracted_Links,Extracted_Text
JIOFIN LTD,"1. https://m.economictimes.com/markets/stocks/news/jio-financial-agm-here-are-the-top-5-takeaways-and-hints-for-ril-agm/articleshow/123563375.cms#:~:text=ETMarkets.com,363%20/%20199
2. https://www.goodreturns.in/news/jio-financial-services-agm-today-dividend-announcement-expected-stock-opens-strong-but-faces-selli-1452569.html#:~:text=By%20Harshika%20Yadav,Finance%20Dividend%20Declaration%20Expected%20Today
3. https://www.business-standard.com/companies/news/fy25-pivotal-year-jio-financial-services-kv-kamath-125082801163_1.html#:~:text=Key%20milestones%20included%20the%20company's,and%20businesses%20across%20the%20country.&text=Creation%20of%20a%20robust%20digital,entrepreneurial%20spirit%2C%E2%80%9D%20he%20added.
4. https://www.cnbctv18.com/market/stocks/jio-payments-bank-to-launch-savings-pro-indias-first-auto-investing-savings-account-19660660.htm#:~:text=Payments%20banks%20are%20primarily%20aimed,on%20the%20maximum%20permissible%20deposits.&text=The%20rate%20cuts%20have%20seen,Highway%20toll%20plazas%2C%20he%20said.&text=Sethia%20said%20each%20of%20Jio,Industries%20is%20the%20sole%20beneficiary.
5. https://economictimes.indiatimes.com/jio-financial-services-ltd/stocksupdate/companyid-14555.cms#:~:text=06:15PM%20IST-,Presentation%20made%20to%20the%20members%20during%20the%20Second%20Annual%20General,%2C2025%2C%2005:11PM%20IST
6. https://www.moneycontrol.com/company-notices/jiofinancialservices/notices/JFS/#:~:text=Newspaper%20Clippings,viz.%2C%20The...","On August 28, 2025, On August 28, 2025,Jio Financial Services (JIOFIN)held its Second Annual General Meeting (AGM) and made several substantial corporate announcements .

Key corporate developments from the AGM:

Expansion of business strategy:At the AGM, chairman K.V. Kamath emphasized that the 2024-2025 fiscal year was pivotal for scaling the business, securing regulatory approvals, and forming new partnerships. The company highlighted ambitious expansion plans for its financial services.

Launch of ""Savings Pro"":Its subsidiary, Jio Payments Bank, announced it would launch ""Savings Pro,"" a new savings account that automatically invests idle funds into overnight mutual funds for higher returns. The product is described as a first in India.

Digital innovation:JIOFIN revealed it had implemented an advanced data intelligence engine during FY25, which will underpin personalized and intelligent financial services for its customers.

Update on partnerships:The company provided updates on its existing strategic partnerships with global financial players like BlackRock and Allianz.

Lending business growth:JIOFIN announced significant growth in its lending business, with its Assets Under Management (AUM) rising to ₹11,665 crore.

First-ever dividend:The company's board approved its first-ever dividend payment for the 2024-25 fiscal year, following its post-listing AGM. The dividend record date was previously set for August 11, 2025.

Appointment of auditor:An appointment of a secretarial auditor was also disclosed on this day.

On August 28, 2025,Jio Financial Services (JIOFIN)held its Second Annual General Meeting (AGM) and made several substantial corporate announcements"
JSWSTEEL LTD,"1. https://scanx.trade/stock-market-news/global/jsw-steel-in-focus-as-china-plans-steel-production-cuts-by-2025-2026/17910133#:~:text=JSW%20Steel%20has%20incorporated%20APJSW,Marlapadu%20Integrated%20Iron%20Ore%20Project.
2. https://www.icicidirect.com/research/equity/trending-news/the-domestic-2w-segment-is-expected-to-register-a-6-9-yoy-volume-growth
3. https://elitewealth.in/top-stocks-in-news-key-corporate-updates-for-28-august-2025/#:~:text=Received%20a%20USFDA%20Establishment%20Inspection,HG%20Infra","According to web searches, JSW Steel announced the incorporation of a joint venture company on August 28, 2025, to develop an iron ore project in Andhra Pradesh . This was considered a top corporate update by some financial news sources on that day.

Joint venture incorporation: JSW Steel completed the incorporation of APJSW Private Limited, a joint venture with the Andhra Pradesh Mineral Development Corporation (APMDC).

Purpose of the joint venture: The new entity will develop the Konijedu Marlapadu Integrated Iron Ore Project, with the goal of producing 1.3 million tons of beneficiated iron ore concentrate annually.

Strategic importance: This project is intended to enhance the company's raw material security, replace imported iron ore, and reduce costs.

Ownership structure: JSW Steel holds an 89% stake in the joint venture, with APMDC holding the remaining 11%."
KOTAKBANK LTD,"1. https://www.angelone.in/live-blog/kotak-mahindra-bank-ltd-28-aug-2025-500247#:~:text=1:45%20PM-,Kotak%20Mahindra%20Bank%20Ltd%20Stock%20Slides%20Today,28%2C%202025%201:30%20PM
2. https://www.angelone.in/live-blog/kotak-mahindra-bank-ltd-28-aug-2025-500247#:~:text=Kotak%20Mahindra%20Bank%20Ltd%20Stock,28%2C%202025%202:45%20PM","No significant corporate developments for KOTAKBANK Ltd on August 28, 2025 . Search results for this date show only routine market commentary and share price fluctuations, which do not meet the criteria of substantial corporate or business updates."
LT LTD,"1. https://www.prnewswire.com/news-releases/autodesk-inc-announces-fiscal-2026-second-quarter-results-302540893.html#:~:text=Share%20this%20article,%2C%20ended%20July%2031%2C%202025.
2. https://finance.yahoo.com/quote/LT.NS/earnings/LT.NS-Q2-2025-earnings_call-215379.html#:~:text=The%20Indian%20economy%20has%20continued,payments%20converges%20towards%20macroeconomic%20stability.
3. https://finance.yahoo.com/quote/LT.BO/earnings/LT.BO-Q3-2025-earnings_call-251102.html#:~:text=Moving%20on%20to%20financial%20services,for%20Q3%20FY%20'twenty%20five.
4. https://www.thehindubusinessline.com/markets/stock-market-highlights-31-january-2025/article69159379.ece#:~:text=Additionally%2C%20the%20emphasis%20on%20education,guidance%20after%20Q3%20profit%20beat","No significant corporate developments for LT Ltd on 28.08.2025 . Searches for that date turned up articles on Autodesk, Inc. that mentioned its ""AutoCAD and AutoCAD LT"" products. However, these are unrelated to the Indian company Larsen & Toubro (L&T). The search results for L&T were from November 2024, October 2024, and January 2025."
M&M LTD,"1. https://www.fortuneindia.com/business-news/make-in-india-boost-mahindra-to-make-airbus-h125-helicopter-fuselage-key-highlights/126006#:~:text=H125%20helicopter%20fuselage.-,Key%20highlights,will%20Mahindra%20make%20H125%20parts?
2. https://www.thehindubusinessline.com/companies/mahindra-gets-2nd-contract-from-airbus-for-manufacturing-h125-fuselage/article69984839.ece#:~:text=By%20Dalip%20Singh,2025%20at%2009:34%20PM.","The searches identified one substantial corporate development for M&M Ltd published on August 28, 2025 .

Substantial corporate development

Airbus H125 fuselage contract:Mahindra Aerostructures, a subsidiary of the Mahindra Group, was awarded a new contract by Airbus Helicopters to manufacture and assemble the main fuselage for the H125 helicopter. The announcement stated that manufacturing would begin immediately, with the first delivery expected in 2027. This was the second such contract received from Airbus, reflecting a strengthened partnership and reinforcing the ""Make in India"" initiative."
MARUTI LTD,"1. https://www.moneycontrol.com/news/business/markets/maruti-suzuki-agm-approves-director-appointments-dividend-alpha-article-13495929.html#:~:text=Volume,%2Dtime%20Director%20(Sustainability).
2. https://www.moneycontrol.com/news/business/stocks/maruti-suzuki-india-agm-approves-director-appointments-object-clause-change-alpha-article-13507426.html#:~:text=Maruti%20Suzuki%20Shareholders%20Greenlight%20Director,director%20in%20place%20of%20Mr.
3. https://www.carwale.com/news/evs-arent-enough-maruti-suzuki-to-also-focus-on-cng-hybrids-biogas/
4. https://www.hindustantimes.com/business/maruti-suzuki-agm-rc-bhargava-wants-lower-gst-on-cars-as-us-tariffs-bite-101756357463478.html#:~:text=The%20additional%20tariff%2C%20which%20came,health:%20Our%20top%208%20picks
5. https://www.businesstoday.in/markets/stocks/story/maruti-suzuki-share-price-nomura-ups-target-to-rs-13113-retains-neutral-heres-why-491413-2025-08-28#:~:text=Updated%20Aug%2028%2C%202025%201,Neutral'%20rating%20on%20the%20stock.
6. https://www.v3cars.com/news/maruti-arena-c-suv-to-launch-on-september-3-what-we-know-so-far#:~:text=2025%20Maruti%20Arena%20C%2DSUV%20Expected%20Features,Rear%20wiper%20and%20washer
7. https://www.moneycontrol.com/automobile/maruti-expands-business-scope-board-approves-major-changes-to-company-s-memorandum-article-13357307.html/amp#:~:text=Maruti%20Suzuki%20India,of%20several%20new%20business%20areas.
8. https://www.constructionworld.in/policy-updates-and-economic-news/pm-launches-maruti-suzuki---s-first-ev-for-global-export/78033#:~:text=28%20Aug%202025%203%20Min,importer%20to%20a%20manufacturing%20hub.
9. https://www.pib.gov.in/PressReleseDetailm.aspx?PRID=2160822#:~:text=Prime%20Minister%20inaugurated%20two%20historic,now%20be%20manufactured%20within%20India.&text=An%20error%20occurred.,is%20disabled%20in%20your%20browser.","For Maruti Suzuki India Ltd. on August 28, 2025, there were several significant corporate developments announced during the company's 44th Annual General Meeting (AGM) .

Expansion into new business areas: The company's shareholders approved changes to its Memorandum of Association to allow it to enter new segments, including EV charging infrastructure, integrated mobility services, carbon credit trading, and vehicle recycling.

Alternative fuel focus: During the AGM, the company's chairman, RC Bhargava, reiterated Maruti Suzuki's strategy to focus on a variety of alternative fuels, including CNG, hybrids, and biogas, alongside EVs. This approach is based on the belief that mass EV adoption in India still faces significant hurdles.

Gujarat plant investment: Nomura reported that Maruti Suzuki plans to invest ₹70,000 crore over the next 5-6 years to scale the Gujarat plant to a capacity of one million units.

Vehicle launches and production:

Start of EV production: Prime Minister Narendra Modi marked the start of production for Maruti Suzuki's first battery electric vehicle (BEV), the e VITARA, at the Suzuki Motor Gujarat plant. The e VITARA is slated for export to over 100 countries, positioning India as a global EV manufacturing hub for Suzuki.

Export-first strategy: The company is prioritizing export requirements for the new e VITARA before its domestic launch.

New C-SUV: News outlets reported that Maruti Suzuki is expected to launch a new C-SUV on September 3, 2025, which will be retailed through its Arena dealership network.

Supply chain and GST: At the AGM, Bhargava advocated for a reduction in GST rates on small cars to counter the impact of U.S. tariffs on other Indian industries.

AGM resolutions passed: Shareholders approved all resolutions, including the re-appointment of directors, the appointment of new auditors, and the declaration of a dividend.

Key appointments confirmed:

Mr. Kenichiro Toyofuku was re-appointed as the Whole-time Director for Sustainability.

Mr. Koichi Suzuki was appointed as a new Director."
NESTLEIND LTD,"1. https://www.nestle.in/#:~:text=Nestl%C3%A9%20is%20the%20world's%20largest,Careers
2. https://www.nestle.in/media/specialannouncements
3. https://www.nestle.com/media/news#:~:text=Nestl%C3%A9%20launches%20high%2Dprotein%20Milo,more%20protein%20than%20traditional...
4. https://www.nestle.com/media/pressreleases/allpressreleases/half-year-results-2025#:~:text=to%20Human%20rights-,Go%20to%20Our%20vision%20and%20approach,Tasty%20and%20nutritious%20food
5. https://www.irjmets.com/uploadedfiles/paper//issue_4_april_2024/53181/final/fin_irjmets1713509096.pdf#:~:text=Global%20presence:%20Nestle%20is%20present%20in%20many,into%20multiple%20markets%20by%20using%20this%20strategy.","The following are the significant corporate developments for NESTLEIND Ltd on August 28, 2025 :

Virtual meet with an institutional investor:The company conducted a one-on-one virtual meeting with an institutional investor on August 28, 2025, to provide general updates. No unpublished price-sensitive information was shared during the meeting.

Global product and growth updates:While not specific to Nestle India's immediate local market, the parent company, Nestlé, published several global updates around this time that offer context on the company's broader business strategy. In late July and August 2025, Nestlé announced:

The launch of a high-protein Milo Pro for young adults.

The expansion of Nescafé Espresso Concentrate production in Malaysia to meet rising demand for cold coffee.

H1-2025 financial results showing consistent execution and improving growth foundations, along with maintaining its 2025 guidance."
NTPC LTD,"1. https://psuwatch.com/newsupdates/ntpc-more-than-doubles-rammam-iii-hepp-cost-estimate-to-rs-286556-crore#:~:text=NTPC%20more%20than%20doubles%20Rammam,units%20of%2040%20MW%20each.
2. https://www.cnbctv18.com/photos/market/stocks/stocks-to-watch-reliance-industries-ntpc-cg-power-infosys-and-more-19660475.htm#:~:text=Footwear%20stocks%20%7C%20Footwear%20priced%20above,Relaxo%20Footwears%20and%20Campus%20Activewear.
3. https://www.alcircle.com/news/nalco-to-join-coal-india-and-national-thermal-power-corporation-ntpc-ramping-up-up-expansion-projects-115288#:~:text=LANGUAGES,(USD%201.44%20billion)%20respectively.
4. https://www.indiainfoline.com/news/business/ntpc-board-approves-transfer-of-coal-mining-business-worth-7735-crore-to-nml#:~:text=July%202025%20IIP%20bounces%20to,Copy%20Link","Significant corporate developments for NTPC Ltd on August 28, 2025, included a project cost revision, the transfer of a business segment to a subsidiary, and news of a joint venture for a new power plant .

Rammam-III Hydroelectric Project cost revised NTPC's Board of Directors approved more than doubling the estimated cost of the Rammam-III Hydroelectric Power Project (HEPP) to $2,865.56 crore. The 120 MW project, located in Darjeeling, West Bengal, was originally approved in 2014 at a cost of $1,381.84 crore. The expected completion date has also been delayed by nearly a decade, with a new target of March 2029.

Transfer of coal mining business to subsidiary The company's board approved a partial modification to the transfer of its coal mining business to its fully-owned subsidiary, NTPC Mining Ltd (NML).

New power plant in Odisha with NALCO and Coal India National Aluminium Company (NALCO) announced it would join a joint venture with NTPC and Coal India to set up a new power plant in Angul, Odisha. The project is valued at $12,000 crore ($1.44 billion).

The business, which contributed $7,735.54 crore in revenue in FY25, will be moved under an amended Business Transfer Agreement (BTA).

The transfer comes with a consideration of $10,503.27 crore, which will be paid by NML to NTPC in phases."
ONGC LTD,"1. https://www.constructionworld.in/energy-infrastructure/oil-and-gas/ongc-begins-gas-sales-from-rajasthan---s-chinnewala-tibba/78058#:~:text=28%20Aug%202025%202%20Min,Gas%20Collection%20Station%20(GCS).
2. https://www.constructionworld.in/energy-infrastructure/oil-and-gas/ongc-begins-gas-sales-from-rajasthan---s-chinnewala-tibba/78058#:~:text=Silvin's%20CPVC%20Additive%20Gets%20NSF,chemical%20ingredients%20used%20in%20produ..","On August 28, 2025, ONGC confirmed the commencement of natural gas sales from the Chinnewala Tibba field in Rajasthan . Production from the Discovered Small Field (DSF-II) block RJ/ONDSF/Chinnewala/2018 officially began on August 25, with a daily output of 100,000 standard cubic meters.

This is considered a substantial corporate development as it marks the successful monetization of the field and helps reinforce India's domestic energy production.

Key details of the project include:

Location: The field is in the Rajasthan Kutch Onland Exploratory Asset (RKOEA), near the Indo-Pakistan border.

Gas supply: The gas is being supplied to the Rajasthan Rajya Vidyut Utpadan Nigam Limited (RRVUNL) via ONGC's Gamnewala Gas Collection Station.

Strategic importance: The project is aligned with the Ministry of Petroleum & Natural Gas's goal of strengthening the country's energy security."
POWERGRID LTD,"1. https://www.findoc.com/news/market-news/7/15/1188947#:~:text=More%20From%20News,in%20the%20state%20of%20Karnataka.
2. https://www.millenniumpost.in/business/powergrid-convenes-36th-annual-general-meeting-624959
3. https://www.tipranks.com/news/company-announcements/power-grid-corporations-agm-resolutions-approved#:~:text=This%20Service%20and%20the%20content,the%20Service%20by%20automated%20means.
4. https://tradebrains.in/power-stock-in-focus-after-receiving-order-for-inter-state-transmission-project/#:~:text=Entertainment-,Power%20stock%20in%20focus%20after%20receiving%20order%20for%20inter%2Dstate,and%20Transfer%20(BOOT)%20model.
5. https://www.angelone.in/live-blog/power-grid-corporation-of-india-ltd-28-aug-2025-532898#:~:text=Power%20Grid%20Corporation%20of%20India%20Ltd%20Stock%20Rallies%200.04%25%20Today,28%2C%202025%2010:00%20AM","On August 28, 2025, POWERGRID Ltd. had two significant corporate developments . The company announced a major project win in Karnataka and convened its 36th Annual General Meeting (AGM).

POWERGRID was declared the successful bidder for a new inter-state transmission system (ISTS) project in Karnataka.

The company also held its 36th AGM via video conferencing on August 26, 2025, and announced the details of the meeting on August 28.

Project purpose:The new transmission system is intended to strengthen the grid in Davanagere to integrate renewable energy generation.

Operating model:POWERGRID will develop, own, operate, and transfer the project under the Build, Own, Operate and Transfer (BOOT) model.

Official letter:The Letter of Intent (LoI) for the project was received by the company on August 27, 2025.

Key highlights:During the meeting, management reviewed the company's financial performance, operational achievements, future growth strategies, and technological initiatives.

Shareholder approval:All resolutions proposed at the AGM were approved by the shareholders."
RELIANCE LTD,"1. https://www.thehindubusinessline.com/markets/stock-markets/reliance-stocks-today-ril-share-price-ril-agm-2025-live-updates-aug-29/article69987626.ece
2. https://www.livemint.com/market/stock-market-news/ril-agm-2025-live-updates-reliance-industries-agm-reliance-jio-ipo-mukesh-ambani-ril-share-price-reliance-share-price-11756445446773.html#:~:text=Reliance%20AGM%202025%20LIVE:%20Anant%20Ambani%20unveils%20$8.8%20billion%20investment,03:25:06%20PM%20IST
3. https://upstox.com/news/business-news/latest-updates/reliance-industries-agm-2025-live-updates-ril-annual-general-meeting-streaming-mukesh-ambani-speech-address-key-announcements-retail-jio-ipo-share-price-august-29/liveblog-180397/#:~:text=%22I%20am%20happy%20to%20share,up%20to%2C%22%20she%20added.
4. https://www.angelone.in/live-blog/reliance-industries-ltd-28-aug-2025-500325#:~:text=Reliance%20Industries%20Share%20Price%20Today%20%2D%20Live%20Blog%20for%20August%2028%2C%202025,-28%20August%202025&text=Note:%20There%20may%20be%20a,minutes%20in%20the%20stock%20price.
5. https://m.economictimes.com/news/new-updates/reliance-agm-2025-when-and-where-to-watch-mukesh-ambani-led-meeting/articleshow/123563807.cms#:~:text=Academy,FMCG%20expansion%20are%20also%20expected.
6. https://www.indiainfoline.com/news/business/reliance-to-restructure-consumer-products-division-rcpl-made-direct-subsidiary#:~:text=This%20structure%20will%20enable%20sharper,powerhouse%20for%20Indian%20consumer%20brands.
7. https://m.economictimes.com/news/newsblogs/ril-agm-meeting-2025-live-updates-mukesh-ambani-reliance-industries-48th-agm-meeting-today-time-key-highlights-jio-ipo/liveblog/123574380.cms#:~:text=Live%20BLOG-,Reliance%20Industries%20AGM%202025%20Highlights:%20Best%20of%20Reliance%20is%20yet,The%20stock%20was%20down%202%25.
8. https://www.cnbctv18.com/market/reliance-industries-agm-2025-live-updates-mukesh-ambani-jio-retail-ipo-timeline-new-energy-share-price-liveblog-19660819.htm
9. https://www.millenniumpost.in/business/reliance-retail-to-invest-rs-40k-cr-to-create-asias-largest-food-parks-625129
10. https://upstox.com/news/market-news/stocks/reliance-industries-agm-2025-key-announcements-from-past-ag-ms-and-what-to-expect/article-180405/#:~:text=Procedure%20to%20file%20a%20complaint,and%20speedy%20redressal%20of%20grievances.","The primary news regarding substantial corporate developments for Reliance Industries Ltd. was released on August 29, 2025 , following its 48th Annual General Meeting (AGM).

While searches on August 28, 2025, showed some minor, non-material updates like stock price movements, the key corporate announcements that fall under the requested criteria were made the following day at the AGM. On August 28, 2025, investors were anticipating these developments.

Jio IPO planned:Reliance plans to list its telecom and digital services arm, Jio Platforms, in the first half of 2026.

Launch of Reliance Intelligence:A new subsidiary, Reliance Intelligence, was announced to drive artificial intelligence initiatives across all Reliance businesses.

Strategic AI partnerships:The company revealed partnerships with Meta and Google Cloud to develop and scale AI services.

New Energy expansion:Updated plans for the Dhirubhai Ambani Giga Energy Complex in Jamnagar were shared, including the expansion of solar capacity and the establishment of battery and electrolyser factories by 2026.

Retail growth and restructuring:The consumer products division was restructured, with Reliance Consumer Products Ltd (RCPL) becoming a direct subsidiary. The company also announced a ₹40,000 crore investment to establish Asia's largest food parks."
SBILIFE LTD,"1. https://blinkx.in/stocks/sbi-life-insurance-company-ltd-2025-08-28-1760-ce#:~:text=What%20is%20the%20current%20price,a%20premium%20for%20this%20right.
2. https://blinkx.in/stocks/sbi-life-insurance-company-ltd-2025-08-28-1900-ce#:~:text=1900%20Call%20Option?-,The%20strike%20price%20for%20the%20SBI%20Life%20Insurance%20Company%20Ltd,ease%20of%20exiting%20your%20position.
3. https://blinkx.in/stocks/sbi-life-insurance-company-ltd-2025-08-28-1760-pe#:~:text=1760%20Put%20Option?-,The%20SBI%20Life%20Insurance%20Company%20Ltd%2028%20August%202025%201760,relative%20to%20the%20strike%20price.
4. https://economictimes.indiatimes.com/bls-infotech-ltd/stocksupdate/companyid-8268.cms#:~:text=The%20Board%20rescinded%20earlier%20resolution,Secretarial%20Auditor%20and%20Internal%20Auditor.
5. https://economictimes.indiatimes.com/bls-infotech-ltd/stocksupdate/companyid-8268.cms#:~:text=The%20Board%20of%20Directors%20of%20the%20Company%20held%20their%20meeting,and%20ended%20at%205.00%20PM.","No significant corporate developments for SBILIFE Ltd on .

The search results show no substantial corporate developments or business updates for SBILIFE Ltd. published on August 28, 2025. The results mainly include routine market commentary and stock option chain data for that specific date. Other news articles found were for different companies or different dates."
SBIN LTD,"1. https://www.angelone.in/live-blog/state-bank-of-india-28-aug-2025-500112#:~:text=August%2028%2C%202025-,State%20Bank%20of%20India%20Share%20Price%20Today%20%2D%20Live%20Blog%20for,28%2C%202025%203:30%20PM
2. https://economictimes.indiatimes.com/state-bank-of-india/stocksupdate/companyid-11984.cms#:~:text=Adani%20Group%20stocks%20in%20focus,just%20hold%20on%20to%20stocks.
3. https://www.angelone.in/live-blog/state-bank-of-india-28-aug-2025-500112#:~:text=Live%20Updates:%20State%20Bank%20of%20India%20Stock%20Loses%20Ground%20Today,28%2C%202025%2010:15%20AM
4. https://www.ndtvprofit.com/markets/sbi-cards-target-price-slashed-on-high-credit-cost-morgan-stanley-downgrades-to-underweightheres-why#:~:text=28%20Aug%202025%2C%2008:48,finance%20costs%20rose%20by%206%25.
5. https://www.tribuneindia.com/news/business/rbis-august-policy-pause-a-technical-move-scope-for-a-cut-in-2025-limited-sbi/
6. https://trendlyne.com/latest-news/1193/SBIN/state-bank-of-india/time/1/?referer=StockPage#:~:text=Research%20Reports-,State%20Bank%20of%20India,Bank%20of%20India%20worth%20buying?
7. https://testbook.com/sbi-clerk#:~:text=SBI%20Clerk%20Recruitment%202025%20Updates&text=%2D%3E%20SBI%20Clerk%20Notification%202025%20has,at%20sbi.co.in.","The only corporate development for SBIN Ltd on August 28, 2025, was an announcement of an upcoming analyst and investor meeting organized by HSBC .

Other news from that day was not related to substantial corporate developments for the company:

Routine market information:Multiple sources reported on the daily stock price movements of SBIN, which is excluded based on the user request.

Non-material information:A brokerage firm, Morgan Stanley, downgraded its rating on SBI Cards & Payment Services (a subsidiary), which is a separate listed entity from SBIN Ltd. and does not reflect a change in the parent company's operations or strategy.

Irrelevant information:The search results included information on other companies, economic reports, and unrelated events."
SHRIRAMFIN LTD,"1. https://nsearchives.nseindia.com/corporate/Mathew_06082025204828_NSEBSEIntimationofBuybackOfferletterAug6.pdf
2. https://www.angelone.in/live-blog/shriram-finance-ltd-28-aug-2025-511218#:~:text=10:15%20AM-,Live%20Updates:%20Shriram%20Finance%20Ltd%20Stock%20Falls%20Today,28%2C%202025%209:45%20AM
3. https://upstox.com/news/market-news/stocks/top-gainers-and-losers-on-august-28-shriram-finance-hcl-tech-power-grid-fall-over-2-check-full-list/article-180360/#:~:text=The%20certification%2C%20granted%20by%20the,rose%20between%200.97%2D2.4%25.
4. https://www.icraesgratings.in/Ratings/DownloadRationaleReport?RationalId=47#:~:text=SFL's%20commitment%20to%20environmental%20sustainability,socioeconomic%20development%20and%20financial%20inclusion.&text=While%20assigning%20the%20ratings%2C%20ICRA,comments%20provided%20by%20the%20company.
5. https://scanx.trade/stock-market-news/orders-deals/shriram-finance-sees-significant-block-trade-on-nse/17995933#:~:text=Block%20trades%20of%20this%20magnitude,and%20the%20stock's%20price%20movement.","No significant corporate developments for SHRIRAMFIN Ltd on . The news on this date consists of routine market commentary, price movements, and mentions of the stock as a top loser on the Nifty 50.

However, some prior corporate developments reported in August 2025 include:

On August 6, 2025, Shriram Finance announced a buyback offer of debentures valued at ₹900 crores.

On August 29, 2025, a significant block trade of Shriram Finance shares occurred on the NSE.

An update on a social finance framework and the issuance of social finance bonds was announced on August 7, 2025."
SUNPHARMA LTD,"1. https://www.angelone.in/live-blog/sun-pharmaceutical-industries-ltd-28-aug-2025-524715#:~:text=Sun%20Pharmaceutical%20Industries%20Ltd%20Share%20Price%20in%20Red%20Today:%20Decline,28%2C%202025%202:15%20PM
2. https://www.business-standard.com/topic/sun-pharma#:~:text=Sun%20Pharma%20slips%205%25%20in,2025%20%7C%2012:44%20AM%20IST
3. https://www.marketsmojo.com/news/stocks-in-action/sun-pharmaceutical-industries-sees-1923-surge-in-open-interest-to-91732-contracts-3428849#:~:text=Sun%20Pharmaceutical%20Industries%20Ltd%20(SUNPHARMA,without%20delving%20into%20future%20implications.
4. https://scanx.trade/stock-market-news/orders-deals/sun-pharmaceutical-industries-executes-rs-980-crore-block-trade-on-nse/18253582#:~:text=97%25-,Sun%20Pharmaceutical,in%20Europe%20Jun%2025%2C%202025
5. https://economictimes.indiatimes.com/sun-pharmaceutical-industries-ltd/stocksupdate/companyid-9134.cms
6. https://www.business-standard.com/markets/news/sun-pharma-slips-5-in-2-days-nears-52-wk-low-why-drug-stock-trades-weak-125082800326_1.html#:~:text=Topics%20:%20The%20Smart%20Investor%20Sun,2025%20%7C%2011:09%20AM%20IST","No significant corporate developments for SUNPHARMA Ltd on . The news articles published on that date were primarily focused on market commentary, stock price movements, and derivative market activity, all of which fall outside the scope of ""substantial corporate developments and business updates"".

The search results show the following context regarding SUNPHARMA news around that date:

On August 28, 2025, financial outlets reported on SUNPHARMA's stock price fluctuations and increased activity in its derivatives market, which is not considered substantial corporate news.

Some news articles published on August 28, 2025, also referenced stock market underperformance throughout August.

The most recent corporate developments available from the search results predate August 28, 2025, and include topics such as quarterly results, regulatory actions, and a new product launch."
TATACONSUM LTD,"1. https://www.angelone.in/live-blog/tata-consumer-products-ltd-28-aug-2025-500800#:~:text=Live%20Updates:%20Tata%20Consumer%20Products,28%2C%202025%203:15%20PM
2. https://www.capitalmarket.com/markets/news/hot-pursuit-news/tata-consumer-products-ltd-eases-for-fifth-straight-session/1633655
3. https://www.capitalmarket.com/markets/news/Corporate-News/tata-consumer-products-allots-3-192-equity-shares-under-esop/1634114#:~:text=Tata%20Consumer%20Products%20allots%203%2C192,down%20for%20fifth%20straight%20session
4. https://economictimes.indiatimes.com/tata-consumer-products-ltd/stocksupdate/companyid-12929.cms","No significant corporate developments for TATACONSUM Ltd on August 28, 2025 . News reports from that date only cover routine stock price movements and market commentary.

The most recent corporate announcement, published on August 29, 2025, involved the allotment of 3,192 equity shares under an ESOP scheme."
TATAMOTORS LTD,"1. https://www.business-standard.com/markets/capital-market-news/tata-motors-allots-3-06-lakh-equity-shares-under-esop-125082801263_1.html#:~:text=Tata%20Motors%20allots%203.06%20lakh,lakh%20equity%20shares%20under%20ESOP
2. https://economictimes.indiatimes.com/tata-motors-ltd/stocksupdate/companyid-12934.cms#:~:text=Tata%20Motors%20is%20set%20for,%2C%202025%2C%2003:52PM%20IST
3. https://scanx.trade/stock-market-news/stocks/tata-motors-shares-dip-1-32-amid-auto-sector-uncertainties-and-gst-cut-speculation/17910260#:~:text=NCLT%20Sanctions%20Tata%20Motors%20(%20Tata%20Motors,of%20the%20Approval%20Next%20Steps%20Market%20Impact","Tata Motors Ltd. published one significant corporate development on August 28, 2025: the allotment of new shares to employees . This came a few days after another substantial development on August 25, 2025, which saw the National Company Law Tribunal sanction the company's major restructuring plan.

August 28, 2025: Allotment of ESOP shares

Preceding significant news

Action:Tata Motors allotted 3,06,071 ordinary/equity shares to eligible employees under its Share-based Long Term Incentive Scheme 2021.

Details:The shares were issued as a result of employees exercising their Performance Share Units and Stock Options.

Effect:This action increased the company's paid-up equity share capital.

August 25, 2025: NCLT sanctions restructuring scheme

The National Company Law Tribunal approved the ""Composite Scheme of Arrangement"" for the demerger of Tata Motors' commercial and passenger vehicle businesses.

This is a critical step in the company's major corporate restructuring."
