Company_Name,Extracted_Links,Extracted_Text
JIOFIN LTD,"1. https://economictimes.indiatimes.com/jio-financial-services-ltd/stocksupdate/companyid-14555.cms#:~:text=Market%20Watch,Do%20you%20own?
2. https://economictimes.indiatimes.com/jio-financial-services-ltd/stocksupdate/companyid-14555.cms
3. https://www.jfs.in/corporate-announcements/#:~:text=Jio%20Financial%20Services:%20Corporate%20announcements,July%2017%2C%202025
4. https://www.nseindia.com/companies-listing/corporate-filings-announcements?symbol=JIOFIN&tabIndex=equity#:~:text=06%2DAug%2D2025%2017:11:08,is%2011%2DAug%2D2025.","No significant corporate developments for JIOFIN Ltd on .

The most recent corporate announcements for JIOFIN Ltd as of August 27, 2025, primarily revolve around its Annual General Meeting (AGM) held on August 28, 2025. Key announcements leading up to that date, such as dividend record dates and the AGM notice, were made earlier in the month. Significant business news was reported in late July 2025, and market commentary was available on August 26, 2025, and in the days following the AGM on August 28."
JSWSTEEL LTD,"1. https://www.jswsteel.in/sites/default/files/assets/industry/steel/IR/stock-exchange-releases/poscopressrelease-180825.pdf
2. https://economictimes.indiatimes.com/jsw-steel-ltd/stocksupdate/companyid-8352.cms#:~:text=Indian%20steelmakers%20like%20Tata%20Steel,on%20Company''s%20website.
3. https://www.stockinsights.ai/in/JSWSTEEL/announcement/company-mergers-20250821-d9e#:~:text=JSWSTEEL%20JSW%20Steel%20Ltd%20Acquisitions,23%20May%20'25
4. https://news.metal.com/newscontent/103500687#:~:text=On%20August%2027%2C%202025%2C%20India's,service.en@smm.cn
5. https://www.ndtvprofit.com/research-reports/metals-mining-q1-results-review-inline-show-tata-steel-jsw-steel-nmdc-among-systematix-top-picks#:~:text=27%20Aug%202025%2C%2007:00,(Source:%20freepik)
6. https://www.livemint.com/market/stock-market-news/stock-market-holiday-today-bse-nse-to-remain-closed-on-ganesh-chaturthi-2025-11756257603286.html#:~:text=According%20to%20Drikpanchang%2C%20Ganesh%20Chaturthi,Saturday%2C%20September%206%2C%202025.
7. https://www.thehindubusinessline.com/markets/stock-market-highlights-26-aug-2025/article69975262.ece#:~:text=Share%20market%20live%20today:%20JSW,Zinc%20might%20witness%20an%20uptick
8. https://www.livemint.com/market/stock-market-news/stock-market-holiday-is-the-indian-stock-market-open-or-closed-on-ganesh-chaturthi-2025-11756195297731.html#:~:text=Ganesh%20Chaturthi%202025%20date,Saturday%2C%20September%206%2C%202025.","As of August 31, 2025, there is no significant corporate news reported for JSWSTEEL Ltd that occurred specifically on August 27, 2025 . Some sources incorrectly tag the date with Ganesh Chaturthi, which fell on that day in 2025, but this is a stock market holiday and not a corporate event.

August 18, 2025:JSW Steel and POSCO Group signed a Heads of Agreement to explore a potential 6 million tonnes per annum (MTPA) integrated steel plant in India.

August 21, 2025:It was reported that JSW Steel's subsidiary Mivaan Steels was declared the successful bidder for the Rajgamar Dipside Coal Block in Chhattisgarh.

August 26, 2025:JSW Steel announced the incorporation of a joint venture company, APJSW Private Limited, in Vijayawada, Andhra Pradesh."
KOTAKBANK LTD,"1. https://economictimes.indiatimes.com/kotak-mahindra-bank-ltd/stocksupdate/companyid-12161.cms#:~:text=Intimation%20of%20Schedule%20of%20Analyst,a%20promoter%20post%20this%20deal.
2. https://economictimes.indiatimes.com/kotak-mahindra-bank-ltd/stocksupdate/companyid-12161.cms#:~:text=Market%20Watch,%2C2025%2C%2010:55AM%20IST
3. https://www.livemint.com/industry/banking/bank-holiday-today-are-banks-open-or-closed-on-wednesday-august-27-for-ganesh-chaturthi-check-region-wise-list-here-11756255020206.html#:~:text=Ganesh%20Chaturthi%20bank%20holiday%20%2D%20Region,%2C%202025%2C%20according%20to%20Drikpanchang.
4. https://www.reuters.com/company/kotak-mahindra-bank-ltd/
5. https://www.cnbctv18.com/market/kotak-mahindra-bank-share-price-rises-ubs-projects-26-percent-upside-with-highest-target-on-the-street-19660843.htm#:~:text=According%20to%20UBS%2C%20Kotak%20offers,Market%20Updates%20on%20CNBC%2DTV18.","No significant corporate developments for KOTAKBANK Ltd on August 27, 2025 . Search results showed stock market commentary and a bank holiday announcement for some regions on that date, but nothing specific to substantial corporate developments for Kotak Mahindra Bank. News articles published on surrounding dates mention other news, but not for the specific date requested."
LT LTD,"1. https://www.business-standard.com/markets/larsen-toubro-ltd-share-price-348/news#:~:text=Indian%20firms%20delay%20expansion%20plans,book:%20L&T%20chief%20S%20N%20Subrahmanyan
2. https://www.tradingview.com/news/moneycontrol:2699d94f6094b:0-larsen-amp-toubro-shares-gain-0-99-in-intraday-trade/#:~:text=Other%20recent%20corporate%20announcements%20include,Indian%20stocksMoneycontrol
3. https://www.plindia.com/blogs/high-conviction-stock-picks-august-2025-adani-ports-britannia-lt-doms-eris-voltamp/#:~:text=Adani%20Ports:%20India's%20largest%20private,festive%2Dseason%20demand%20supports%20equities.
4. https://www.business-standard.com/markets/news/gst-council-meeting-macroeconomic-data-likely-to-drive-markets-this-week-125083100220_1.html#:~:text=%22This%20week%20will%20be%20crucial,generated%20from%20a%20syndicated%20feed.)
5. https://upstox.com/news/market-news/latest-updates/fp-is-withdraw-35-000-crore-in-august-the-biggest-sell-off-in-six-months/article-180452/#:~:text=The%20latest%20withdrawal%20was%20the,5.05%20trillion)%20in%20three%20days.
6. https://www.plindia.com/blogs/high-conviction-stock-picks-august-2025-adani-ports-britannia-lt-doms-eris-voltamp/#:~:text=PL%20Capital's%20August%202025%20high%20conviction%20stock,Nifty%20target%20of%2027%2C609%20over%2012%20months.
7. https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/larsentoubro/LT#:~:text=Larsen%20&amp;%20Toubro%20shares%20gain%200.99%25%20in,early%20trade%20Aug%2029%202025%2009:58%20AM
8. https://www.business-standard.com/economy/news/indian-firms-delay-expansion-plans-amid-demand-trade-uncertainty-bofa-125082800193_1.html","Based on the search results, there were no direct news articles or announcements published on August 27, 2025, specifically detailing substantial corporate developments or business updates for LT Ltd.

However, several search results published around that date mention LT Ltd in the context of broader market analysis, investment recommendations, and the impact of the newly implemented US tariffs on Indian exports.

One news snippet from August 28, 2025, mentions that L&T was included in a list of ""High Conviction Stock Picks Aug 2025"" and highlights its strong domestic and international order pipeline, as well as new growth drivers in green energy, data centers, and semiconductors. Another snippet from August 29, 2025, notes that Larsen & Toubro shares gained 0.99% in intraday trade . Additionally, a Business Standard article published on August 25, 2025 reported that L&T was looking to build on its defense and data center foundation in India, scaling up its ₹2,200 crore data center play and expanding its defense and aerospace businesses.

It's important to note that many of these articles are focused on market trends and the impact of external factors like tariffs rather than specific corporate announcements made by LT Ltd on that particular day. Several articles from around this period also mention the general sentiment of Indian firms delaying expansion plans due to demand and trade uncertainty. Therefore, while there was general news mentioning LT Ltd in the context of the wider economic and market landscape, there is no evidence of a direct, substantial corporate development announcement from the company itself on August 27, 2025."
M&M LTD,"1. https://economictimes.indiatimes.com/mahindra-mahindra-ltd/stocksupdate/companyid-11898.cms#:~:text=Auto%20stocks%20rally%2025%E2%80%9350,from%20a%20period%20of%20consolidation.
2. https://www.nseindia.com/get-quotes/equity?symbol=M%26M#:~:text=Table_title:%20Announcements%20Table_content:%20header:%20%7C%20Subject%20%7C,%7C%20Subject:%20Updates%20%7C%20Date:%2022%2DAug%2D2025%20%7C
3. https://www.mahindra.com/newsroom/press-release#:~:text=Mahindra%20News%20%7C%20Press%20Releases%20%7C%20Mahindra,26%20August%202025%20Brand
4. https://www.mahindra.com/newsroom#:~:text=Our%20Purpose,Press%20Releases
5. https://www.moneycontrol.com/news/trends/angel-of-generosity-anand-mahindra-hails-pune-doctor-who-waives-delivery-fees-for-baby-girls-13492332.html#:~:text=first%20published:%20Aug%2027%2C%202025%2010:31%20am","No significant corporate developments for M&M Ltd on .

Searches conducted on news archives and stock exchange filings show no substantial corporate developments or business updates for M&M Ltd on August 27, 2025. The closest relevant news is from August 26, when M&M announced that group chairman Anand Mahindra launched a new coffee table book. This, however, is not a core business or corporate development update.

Other search results from around that date refer to stock market commentary, price movements, or announcements that do not qualify as substantial corporate developments. Specifically:

An announcement regarding an analyst/investor meet was filed on August 26, 2025, but the event itself had taken place earlier.

Some news articles discuss market performance and analyst recommendations, but these are based on older company reports and general market trends.

A report noted a drop in the stock price on August 27 and 28, but this was identified as market commentary and is excluded based on the search criteria."
MARUTI LTD,"1. https://www.autocarpro.in/news/maruti-suzuki-starts-production-of-evitara-from-gujarat-plant-128238#:~:text=India%20will%20the%20Japanese%20company's,big%20leap%20towards%20our%20goal.
2. https://www.businesstoday.in/bt-tv/drive-today/video/from-imports-to-exports-india-made-evs-for-100-countries-marutis-rahul-bharti-491209-2025-08-27#:~:text=New%20Delhi%2C,EV%20Car
3. https://swarajyamag.com/news-brief/india-set-to-become-suzukis-global-electric-vehicle-production-hub-with-8-billion-japanese-investment#:~:text=News%20Brief-,India%20Set%20To%20Become%20Suzuki's%20Global%20Electric%20Vehicle%20Production%20Hub,only%20Made%20in%20India%20goods%E2%80%9D.
4. https://www.moneycontrol.com/automobile/maruti-suzuki-e-vitara-is-being-made-on-same-line-as-this-popular-suv-will-it-be-able-to-emulate-the-success-article-13492920.html#:~:text=It%20will%20be%20launched%20in,over%20100%20countries%20from%20India.
5. https://www.motoroids.com/news/maruti-suzuki-true-value-crosses-60-lakh-sales-redefining-pre-owned-car-ownership-in-india/#:~:text=Introduction,as%20a%20reliable%2C%20smart%20choice.
6. https://www.marutisuzuki.com/corporate/media/press-releases#:~:text=Aug,Suzuki%20Production%20volume:%20July%202025
7. https://www.autocarpro.in/news/maruti-suzuki-true-value-reaches-6-million-pre-owned-car-sales-128258#:~:text=Tags:%20Maruti%20Suzuki%20India,update%20release%20to%20stock%20exchanges.
8. https://www.youtube.com/watch?v=tuHLKDmBIVI#:~:text=LIVE%20:%20PM%20Modi%20flags%20off%20Made,Gujarat%20%2D%20YouTube.%20This%20content%20isn't%20available.","Substantial Corporate Developments for MARUTI Ltd on August 27, 2025 Substantial Corporate Developments for MARUTI Ltd on August 27, 2025

Investment and production for electric vehicles On August 27, 2025, several outlets reported details regarding Maruti Suzuki's Electric Vehicle (EV) expansion in India:

Milestone for pre-owned car business On August 27, 2025, the company's pre-owned car division, Maruti Suzuki True Value, celebrated crossing the 60 lakh (6 million) sales milestone. The news highlighted the brand's growth and noted a growing customer trust in India's pre-owned car market.

Contextual information It is important to note that many of these news items reported on events that took place on August 26, 2025, or cited earlier decisions. However, the substantial coverage on August 27 confirms that these were key developments discussed by the news media on that date. For example, Maruti's press release on August 26 covered the e-Vitara's production and the battery milestone, with financial outlets like Business Today and Swarajyamag publishing detailed reports on the 27th.

Maruti Suzuki, through its parent company Suzuki, will invest approximately ₹70,000 crore ($8 billion) in India over the next 5–6 years.

The investment will help increase Maruti Suzuki's overall production capacity from 2 million to 4 million units annually.

The Hansalpur facility in Gujarat will become the production hub for Suzuki's global EV manufacturing, with exports planned to 100 countries.

Prime Minister Narendra Modi flagged off the production of Maruti's first battery electric vehicle (BEV), the e-Vitara, which will be exported to Europe and other countries.

Maruti's subsidiary, TDSG, a joint venture with Toshiba and Denso, has achieved electrode-level localization for lithium-ion battery manufacturing in India."
NESTLEIND LTD,"1. https://www.livemint.com/market/stock-market-news/stock-market-holiday-today-bse-nse-to-remain-closed-on-ganesh-chaturthi-2025-11756257603286.html#:~:text=Trading%20on%20the%20Indian%20stock,%2C%20i.e.%20August%2028%2C%202025.&text=The%20Indian%20stock%20market%20(NSE,the%20country's%2079th%20Independence%20Day.","No significant corporate developments for NESTLEIND Ltd on 27.08.2025.

While there were no major corporate announcements or business updates for Nestle India on August 27, 2025, it's important to note that the Indian stock market, including the NSE and BSE, was closed on this day due to the Ganesh Chaturthi holiday.

Therefore, any substantial corporate developments or business updates would likely have been announced on a different date."
NTPC LTD,"1. https://www.angelone.in/news/market-updates/upcoming-dividends-in-september-2025-ntpc-ongc-patanjali-foods-and-more#:~:text=Foods%2C%20and%20More-,Upcoming%20Dividends%20in%20September%202025:%20NTPC%2C%20ONGC%2C%20Patanjali%20Foods,cap%20Companies%20in%20September%202025
2. https://news.goalfore.com/detail/86827/ntpc-rel-opens-bidding-for-300-mw-solar-project-in-india.html#:~:text=27%20August%202025,firms%20for%20Oxagon%20highway%20upgrade","On August 27, 2025, a significant corporate development for NTPC Ltd involved its renewable energy subsidiary issuing a tender for a new solar project .

300 MW Solar Project Tender:NTPC Renewable Energy Limited (NTPC REL), a subsidiary of NTPC Ltd., opened the bidding process for a 300 MW grid-connected solar power project.

Project location:The project will be located near the NTPC Anta gas-fired power station in the Baran district of Rajasthan.

Scope of work:The successful bidder will be responsible for acquiring land for the solar project, engineering, installation, and commissioning. This also includes the development of the power evacuation system and the operation and maintenance of the plant for three years.

Dividend update:A news report published on August 27, 2025, included NTPC in a list of companies announcing upcoming dividend payouts in September 2025."
ONGC LTD,"1. https://www.angelone.in/news/market-updates/ongc-intends-to-establish-trading-unit-for-crude-refined-fuel-for-group-firms#:~:text=India's%20state%2Drun%20ONGC%20plans,nearly%20100%20million%20tonnes%20annually.&text=As%20per%20a%20report%20by,in%20the%20energy%20value%20chain.
2. https://upstox.com/news/market-news/stocks/ongc-shares-tumble-over-1-market-cap-at-2-96-lakh-crore/article-180276/#:~:text=ONGC%20announced%20the%20commencement%20of,(LSCMD)%20on%20August%2025.
3. https://www.angelone.in/news/market-updates/ongc-share-price-in-focus-begins-gas-monetisation-at-chinnewala-tibba-in-rajasthan-s-rkoea#:~:text=The%20commencement%20of%20gas%20production,related%20documents%20carefully%20before%20investing.
4. https://www.livemint.com/market/market-stats/stocks-oil-and-natural-gas-corp-share-price-nse-bse-s0003030
5. https://www.facebook.com/ONGCLimited/posts/bp-ongc-have-signed-a-strategic-mou-to-explore-collaboration-in-oil-gas-explorat/927546519535745/#:~:text=%23ONGC%20has%20commenced%20monetisation%20of,%23YouAreEnergy%20%23EnergyNowAndNext","The primary search on significant corporate developments for ONGC Ltd published on August 27, 2025, identified news about the company's plan to set up a crude and petroleum products trading unit . Another substantial corporate update was the commencement of gas sales from the Chinnewala Tibba field in Rajasthan.

Plans for a trading unit:ONGC announced its intention to establish a trading unit for crude oil and refined products to strengthen its position in the energy value chain. This new unit would manage close to 100 million tonnes of products for ONGC's group companies annually.

Commencement of gas sales:The company began monetizing natural gas from the Chinnewala Tibba Discovered Small Field (DSF-II) in Rajasthan. As of August 25, 2025, ONGC started selling 1.0 LSCMD (one lakh standard cubic meters per day) of gas to RRVUNL. This initiative supports India's domestic energy production goals."
POWERGRID LTD,"1. https://x.com/IndiaIncFilings/status/1960760489044054129#:~:text=Conversation&text=Automated-,%23POWERGRID%20Successful%20Bidder:%20Power%20Grid%20Corporation%20of%20India%20Ltd.,Intent%20on%20August%2027%2C%202025.&text=POWERGRID%20Power%20Grid%20Corporation%20of,Results%20and%20Corporate%20Action...
2. https://www.capitalmarket.com/markets/news/corporate-results/power-grid-wins-tbcb-bid-for-inter-state-transmission-project/1633500#:~:text=Power%20Grid%20Corporation%20of%20India,up%20to%20Rs%205%2C000%20cr
3. https://thenewsmanofindia.com/powergrid-convenes-36th-annual-general-meeting/#:~:text=POWERGRID%20Convenes%2036th%20Annual%20General,connected%20through%20the%20virtual%20mode.
4. https://www.moneycontrol.com/company-notices/powergridcorporationindia/notices/PGC/#:~:text=POWERGRID%20Declared%20As%20Successful%20Bidder,07:34pm%20%E2%80%A2%20Source:%20BSE","On August 27, 2025, POWERGRID Ltd. was declared the successful bidder for an inter-state transmission project in Karnataka under the Tariff-Based Competitive Bidding (TBCB) route . The company received the Letter of Intent (LoI) for the project, which will be developed on a Build, Own, Operate, and Transfer (BOOT) basis.

Additionally, the Voting Results and Scrutinizer's Report for POWERGRID's 36th Annual General Meeting (AGM), held the previous day, were published on August 27, 2025."
RELIANCE LTD,"1. https://www.cnbctv18.com/market/reliance-industries-agm-2025-live-updates-mukesh-ambani-jio-retail-ipo-timeline-new-energy-share-price-liveblog-19660819.htm
2. https://m.economictimes.com/news/newsblogs/ril-agm-meeting-2025-live-updates-mukesh-ambani-reliance-industries-48th-agm-meeting-today-time-key-highlights-jio-ipo/liveblog/123574380.cms#:~:text=Reliance%20AGM%20Meeting%202025%20Highlights,The%20stock%20was%20down%202%25.
3. http://www.uniindia.com/reliance-retail-to-invest-rs-40-000-cr-to-set-up-asia-s-largest-integrated-food-park/business-economy/news/3561127.html#:~:text=Reliance%20Retail%2C%20whose%20gross%20revenues,five%20years%20with%20global%20presence.","No significant corporate developments for RELIANCE Ltd were reported on August 27, 2025. The most substantial announcements occurred at the company's Annual General Meeting on August 29, 2025, which included major updates on Jio's IPO, new AI ventures, and a massive investment by Reliance Retail ."
SBILIFE LTD,"1. https://www.livemint.com/market/stock-market-news/stock-market-holiday-is-the-indian-stock-market-open-or-closed-on-ganesh-chaturthi-2025-11756195297731.html#:~:text=Ganesh%20Chaturthi%202025%20date,Saturday%2C%20September%206%2C%202025.
2. https://www.livemint.com/market/stock-market-news/stock-market-holiday-is-the-indian-stock-market-open-or-closed-on-ganesh-chaturthi-2025-11756195297731.html#:~:text=Read%20More-,Stock%20market%20holidays%20in%20August%202025,2025%20for%20Ganesh%20Chaturthi%202025.
3. https://www.moneycontrol.com/company-notices/sbilifeinsurancecompany/notices/SLI03/#:~:text=Announcement%20under%20Regulation%2030%20(LODR)%2DAllotment%20of%20ESOP%20/%20ESPS,exercise%20of%20vested%20stock...
4. https://smartoptions.trendlyne.com/options/28-oct-2025/60957/SBILIFE/sbi-life-insurance-company-ltd/#:~:text=Max%20Pain1%2C800,Download
5. https://sewamitra.up.gov.in/key-takeaways/How-to-Value-SBI-Life-Insurance-Company-Limited-Stock-Using-DCF-Analysis#:~:text=and%20happy%20life.-,How%20to%20Value%20SBI%20Life%20Insurance%20Company%20Limited%20Stock%20Using,already%20delivered%20triple%2Ddigit%20returns.
6. https://economictimes.indiatimes.com/sbi-life-insurance-company-ltd/stocksupdate/companyid-2898.cms#:~:text=The%20move%2C%20part%20of%20GST,%2C2025%2C%2012:46PM%20IST
7. https://sewamitra.up.gov.in/video/SBI-Life-Insurance-Company-Limited-Stock-Analysis:-Technical-Signals-for-2025#:~:text=Or%20mixed%20with%20lettuce%20salad,updates%20for%20better%20financial%20decisions.&text=What%20analysts%20say%20about%20VIVS%20stock?
8. https://sbi.co.in/web/sbi-in-the-news/procurement-news#:~:text=NOTICE%20INVITING%20TENDER,%2C%20SURYAPET%20(DISTRICT)%22.
9. https://www.financialexpress.com/market/sbi-life-insurance-company-ltd-share-price/announcement/
10. https://hdfcsky.com/news/markets-to-be-closed-on-wednesday-27-august-2025-on-account-of-ganesh-chaturthi#:~:text=Markets%20Closed%20on%2027%20Aug,Independence%20Day%2C%2015%20August%202025.
11. https://www.angelone.in/news/market-updates/nse-holidays-2025-stock-market-and-banks-will-be-shut-on-august-27-for-ganesh-chaturthi#:~:text=Home%20Page%20%E2%80%BA%20News%20%E2%80%BA%20Market%20Updates,Shut%20on%20August%2027%20for%20Ganesh%20Chaturthi","No significant corporate developments for SBILIFE Ltd on . Stock markets were closed on August 27, 2025, due to Ganesh Chaturthi, and no substantial business announcements were made on that day.

While some news outlets published content on or around August 27, none of the reported information constituted a significant corporate development for SBILIFE on that specific day:

Shareholder campaign: Moneycontrol reported on August 27 about a notice sent to shareholders regarding an Investor Education and Protection Fund Authority (IEPFA) campaign. However, this was part of an ongoing process and not a new, substantial corporate action.

Other news: The search results also included market reports, fund performance, and stock analysis articles published on or around August 27. These are considered routine market commentary and are therefore excluded.

Related SBI news: Some news related to the parent company, State Bank of India (SBI), was found, but it was not directly related to corporate developments at SBILIFE.

Older news: Other search results showed older news items from August 2025, such as an AGM announcement from August 8, and an ESOP allotment from August 18."
SBIN LTD,"1. https://english.mathrubhumi.com/news/money/higher-us-tariffs-sbi-report-warns-of-trade-deficit-risk-for-india-eagujzly#:~:text=Home%20News%20Money,US%2C%E2%80%9D%20the%20report%20stated.
2. https://www.livemint.com/market/stock-market-news/stock-market-holiday-today-bse-nse-to-remain-closed-on-ganesh-chaturthi-2025-11756257603286.html#:~:text=According%20to%20Drikpanchang%2C%20Ganesh%20Chaturthi,Saturday%2C%20September%206%2C%202025.
3. https://www.thehindu.com/business/Economy/trump-tariffs-india-donald-trump-pm-modi-live-updates-august-27-2025/article69981899.ece#:~:text=The%20additional%2025%25%20tariff%20imposed%20by%20U.S.,levies%20imposed%20on%20New%20Delhi%20to%2050%25.
4. https://www.kotaksecurities.com/news/market-news/china-india-trade-thaw-2025-strategy-signal/#:~:text=Paradox%20of%20Protection%E2%80%94Break%20with,in%20electronics%20and%20industrial%20inputs.
5. https://www.ndtv.com/business-news/sbi-report-estimates-the-impact-of-trump-tariffs-on-american-economy-9165973#:~:text=The%20report%20also%20noted%20that%20if%20all,exports%20to%20the%20U.S.%2C%22%20the%20report%20added.
6. https://timesofindia.indiatimes.com/business/india-business/stock-market-outlook-us-tariffs-put-textiles-and-gems-stocks-in-focus-analysts-see-range-bound-trade/articleshow/123546486.cms#:~:text=Indian%20stock%20markets%20are%20expected%20to%20react,leather%20are%20likely%20to%20face%20increased%20pressure.
7. https://www.livemint.com/market/stock-market-news/stock-market-holiday-is-the-indian-stock-market-open-or-closed-on-ganesh-chaturthi-2025-11756195297731.html","On August 27, 2025, an SBI Research report warned that new US tariffs on Indian goods could create a trade deficit for India . Other than this, no significant corporate developments specific to SBIN Ltd were reported on that date.

Key points from the SBI Research report:

Note: The search results indicate that August 27, 2025, was also a stock market holiday in India for Ganesh Chaturthi, which is not a corporate development for SBIN.

The US increased tariffs on Indian goods to 50%.

The report stated that if the tariffs persisted, India's trade surplus could potentially convert into a trade deficit.

Sectors like textiles and gems and jewellery were expected to be pressured, while pharmaceuticals, steel, and smartphones were less likely to be impacted.

The report concluded that trade negotiations would likely restore confidence and help improve exports to the US."
SHRIRAMFIN LTD,No links found for SHRIRAMFIN Ltd,No significant corporate developments for SHRIRAMFIN Ltd on.
SUNPHARMA LTD,"1. https://hdfcsky.com/news/sun-pharma-shares-down-by-over-2-us-government-issues-official-notice-of-imposing-additional-25-tariff-on-indian-goods#:~:text=Top%203%20gainers%20at%20this,index%20is%20up%20by%204.82%25%20.
2. https://www.business-standard.com/markets/news/sun-zydus-lupin-dr-reddy-s-down-up-to-4-why-pharma-stocks-trade-weak-125082600282_1.html#:~:text=Why%20are%20pharma%20shares%20falling,per%20cent%20tariffs%20on%20India.
3. https://www.business-standard.com/markets/news/sun-pharma-slips-5-in-2-days-nears-52-wk-low-why-drug-stock-trades-weak-125082800326_1.html#:~:text=What's%20driving%20the%20selloff%20in,Nation'%20prices%20in%20the%20US.
4. https://www.livemint.com/market/stock-market-news/ajanta-pharma-lupin-to-sun-pharma-why-are-pharma-stocks-falling-despite-trump-s-tariff-exemption-11756369290640.html#:~:text=Ankit%20Gohel,stocks%20slip%20up%20to%203%25
5. https://www.business-standard.com/markets/news/sun-zydus-lupin-dr-reddy-s-down-up-to-4-why-pharma-stocks-trade-weak-125082600282_1.html#:~:text=Shares%20price%20movement%20of%20pharmaceutical,are%20pharma%20shares%20falling%20today?
6. https://scanx.trade/stock-market-news/stocks/nifty-slips-for-second-month-as-u-s-tariffs-and-foreign-outflows-impact-indian-markets/18185158#:~:text=US%20Tariff%20Impact,Effective%20Date:%20August%2027
7. https://www.moneycontrol.com/news/photos/business/markets/top-gainers-losers-stocks-that-moved-the-most-on-august-26-13490449.html#:~:text=Sun%20Pharma%20shares%20dropped%20more,downgrade%2C%20as%20per%20the%20report.
8. https://www.livemint.com/market/stock-market-news/trumps-tariffs-on-india-what-forced-the-us-govt-to-leave-indian-pharma-out-of-the-50-tax-bracket-explained-11756269594229.html#:~:text=The%20sector%20is%20currently%20under,is%20essential%20for%20patient%20treatment.&text=Further%2C%20Sandeep%20Pandey%2C%20Co%2D,exports%20in%20FY25%2C%20noted%20Pandey.&text=Experts%20assert%20that%20significantly%2C%20the,tariffs%20on%20pharmaceuticals%20are%20slim.","No significant corporate developments for SUNPHARMA Ltd on August 27, 2025 . News on that date focused on the stock market's response to the US imposing tariffs on India, which began on August 27, 2025.

Here is a summary of the events surrounding that date:

August 26, 2025:A number of news reports discussed a stock price drop for Sun Pharma and other Indian pharmaceutical companies. This followed an announcement by US President Donald Trump about his intent to slash drug prices and impose tariffs on imported pharmaceuticals.

August 27, 2025:Additional tariffs of 25% on Indian goods came into effect in the US, contributing to a negative market sentiment that affected the stock prices of Indian pharma companies, including Sun Pharma.

August 28, 2025:News reports confirmed that while the broader tariff increase took effect, Indian pharmaceuticals were ultimately excluded from the 50% tariff, a factor that was influencing the market. The market commentary on this day was related to the stock movement and the tariff situation rather than a specific corporate action by Sun Pharma."
TATACONSUM LTD,"1. https://simplywall.st/stocks/in/food-beverage-tobacco/nse-tataconsum/tata-consumer-products-shares/news/slowing-rates-of-return-at-tata-consumer-products-nsetatacon#:~:text=Return%20on%20Capital%20Employed%20=%20Earnings,The%20Bottom%20Line
2. https://simplywall.st/stocks/in/food-beverage-tobacco/nse-tataconsum/tata-consumer-products-shares/news/slowing-rates-of-return-at-tata-consumer-products-nsetatacon#:~:text=This%20poor%20ROCE%20doesn't,re%20here%20to%20simplify%20it.
3. https://simplywall.st/stocks/in/food-beverage-tobacco/nse-tataconsum/tata-consumer-products-shares/news/slowing-rates-of-return-at-tata-consumer-products-nsetatacon#:~:text=NSEI:TATACONSUM-,Slowing%20Rates%20Of%20Return%20At%20Tata%20Consumer%20Products%20(NSE:TATACONSUM,Leave%20Little%20Room%20For%20Excitement&text=If%20you're%20looking%20for,make%20quantum%20computing%20a%20reality.
4. https://simplywall.st/stocks/in/food-beverage-tobacco/nse-tataconsum/tata-consumer-products-shares/news/slowing-rates-of-return-at-tata-consumer-products-nsetatacon#:~:text=NSEI:TATACONSUM-,Slowing%20Rates%20Of%20Return%20At%20Tata%20Consumer%20Products%20(NSE:TATACONSUM,Advertisement
5. https://simplywall.st/stocks/in/food-beverage-tobacco/nse-tataconsum/tata-consumer-products-shares/news/slowing-rates-of-return-at-tata-consumer-products-nsetatacon#:~:text=What%20Does%20the%20ROCE%20Trend%20For%20Tata,that%20capital%20have%20remained%20stable%20at%206.9%25.
6. https://www.marketsmojo.com/news/stocks-in-action/tata-consumer-products-sees-117-surge-in-open-interest-amid-increased-trading-activity-3434699#:~:text=Its%20market%20capitalization%20stands%20at,warranting%20attention%20from%20market%20participants.","Based on web search results for August 27, 2025, one significant corporate development for TATACONSUM Ltd is:

Note: This analysis focuses on the company's financial performance and investment returns. It does not represent routine market commentary or price movements.

Disclaimer: While Simply Wall St. is a reputable source, it's important to consider various factors and consult with a financial advisor before making any investment decisions.

Slowing Rates of Return:An analysis by Simply Wall St. on August 27, 2025, highlighted concerns about slowing returns on capital employed (ROCE) at Tata Consumer Products. The analysis pointed out that while the company has increased its capital employed by 58% over the past five years, the returns on this capital have remained stable at 6.9%. This ROCE underperforms the Food industry average of 13% and raises questions about the company's ability to generate high returns on its investments."
